Referencia;Descripcion;Familia Padre;Familia;Subfamilia;Stock Fisico;Stock Operativo;Stock Comercial;Mar;Puerto;Despachado
05340;"Radiador aceite 11 módulos Ready Warm 5850 Space 360º";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05344;"Radiador aceite 7 módulos Ready Warm 5620 Space";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05345;"Radiador aceite 9 módulos Ready Warm 5670 Space";"Cuidado del aire";"Calefacción";"Radiadores de aceite";1;1;1;0;0;0
05346;"Radiador aceite 11 módulos Ready Warm 5720 Space";"Cuidado del aire";"Calefacción";"Radiadores de aceite";1;1;1;0;0;0
05347;"Radiador aceite 7 módulos Ready Warm 5770 Space 360º";"Cuidado del aire";"Calefacción";"Radiadores de aceite";2;2;2;0;0;0
05348;"Radiador de aceite Ready Warm 5820 Space 360º";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05381;"Radiador de aceite Ready Warm 7000 Touch";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05382;"Radiador de aceite Ready Warm 7000 Touch Connected";"Cuidado del aire";"Calefacción";"Radiadores de aceite";1;1;1;0;0;0
05384;"Radiador de aceite ReadyWarm 9000 Touch Connected";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05386;"Radiador de aceite ReadyWarm 11000 Touch Connected";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05387;"Radiador de aceite ReadyWarm 7000 Touch Black";"Cuidado del aire";"Calefacción";"Radiadores de aceite";1;1;1;0;0;0
05391;"Radiador de aceite ReadyWarm 11000 Touch Black";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05392;"Radiador de aceite ReadyWarm 11000 Touch Connected Black";"Cuidado del aire";"Calefacción";"Radiadores de aceite";0;0;0;0;0;0
05528;"Plancha horizontal anodizada Fast&Furious 6030 Ultimate";"Cuidado de la ropa";"Planchas";"Planchas horizontales";0;0;0;0;0;0
05551;"Robot aspirador Conga 3890 Titanium";"Aspiración y Limpieza";"Robots";"Robots aspiradores";4;4;4;0;0;0
05552;"Robot aspirador Conga 3890 Ultra";"Aspiración y Limpieza";"Robots";"Robots aspiradores";5;5;5;0;0;0
05555;"Aspirador de trineo Conga PopStar 3000 X-Treme";"Aspiración y Limpieza";"Aspiradores trineo";"Aspiradores trineo sin bolsa";0;0;0;0;0;0
05588;"Funda de Tabla de planchar StrongBoard 200 Bora Bora";"Cuidado de la ropa";"Accesorios de planchado";"Fundas tablas de planchar";0;0;0;0;0;0
05606;"Deshumidificador BigDry 4000 Expert";"Cuidado del aire";"Tratamiento del aire";"Deshumidificadores";0;0;0;0;0;0
05632;"Deshumidificador BigDry 5000 Advance";"Cuidado del aire";"Tratamiento del aire";"Deshumidificadores";0;0;0;0;0;0
05651;"Deshumidificador BigDry 7000 Master Connected";"Cuidado del aire";"Tratamiento del aire";"Deshumidificadores";0;0;0;0;0;0
05684;"Aspirador vertical digital Conga Rockstar 880 Ultimate";"Aspiración y Limpieza";"Aspiradores verticales";"Aspiradores verticales BLDC";0;-1;-1;0;0;0
05698;"Robot aspirador Conga 5290 Titanium";"Aspiración y Limpieza";"Robots";"Robots aspiradores";0;0;0;0;0;0
05715;"Fregona eléctrica Conga Popstar 29600 Aqua&Collect";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
05855;"Fregona Eléctrica Conga Rockstar 29600 Digital Aqua&Collect";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
05945;"Ventilador de techo EnergySilence Aero 490";"Cuidado del aire";"Ventilación";"Ventiladores de techo";0;0;0;0;0;200
05980;"Ventilador de techo EnergySilence Aero 4200 Fresh";"Cuidado del aire";"Ventilación";"Ventiladores de techo";0;0;0;0;0;0
05981;"Ventilador de techo EnergySilence Aero 4200 DC Fresh";"Cuidado del aire";"Ventilación";"Ventiladores de techo";0;-1;-1;0;0;0
06001;"Sillon de masaje negro";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06002;"Sillon de masaje beige";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06004;"Sillon de masaje marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06005;"Sillon de masaje camel";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06006;"Sillon de masaje levanta persona compact camel";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06007;"Sillon de masaje levanta persona compact beige";"Descanso";"Descanso";"Descanso";89;89;89;0;0;0
06008;"Sillon de masaje levanta persona compact marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06009;"Sillon de masaje levanta persona compact negro";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06010;"Sillon de masaje levanta persona camel";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06011;"Sillon de masaje levanta persona negro";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06012;"Sillon de masaje levanta persona beige";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06014;"Sillon de masaje levanta persona marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06016;"TOPPER 190 135";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06017;"TOPPER 190 150";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06018;"TOPPER 190 90";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06030;"Almohada 060 cm visco grafeno";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
06031;"Almohada 070 cm visco grafeno";"Descanso";"Descanso";"Descanso";3;3;3;0;0;0
06032;"Almohada 075 cm visco grafeno";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
06034;"Almohada 080 cm visco grafeno";"Descanso";"Descanso";"Descanso";10;10;10;0;0;0
06035;"Almohada 090 cm visco grafeno";"Descanso";"Descanso";"Descanso";3;3;3;0;0;0
06036;"Almohada 105 cm visco grafeno";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
06037;"Almohada 120 cm visco grafeno";"Descanso";"Descanso";"Descanso";3;3;3;0;0;0
06038;"Almohada 135 cm visco grafeno";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06039;"Almohada 150 cm visco grafeno";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06041;"almohada 70 cm visco copos";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06056;"Almohada 135 cm visco elastica";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06058;"Pack 2 almohada 070 cm visco elastica";"Descanso";"Descanso";"Descanso";9;9;9;0;0;0
06060;"Almohada 060 cm visco acticarbon";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06061;"Almohada 070 cm visco acticarbon";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06072;"Almohada 075 cm visco latex";"Descanso";"Descanso";"Descanso";3;3;3;0;0;0
06073;"Almohada 090 cm visco latex";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06076;"Almohada 150 cm visco latex";"Descanso";"Descanso";"Descanso";5;5;5;0;0;0
06085;"Almohada 105 cm visco soja";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06087;"Almohada 135 cm visco soja";"Descanso";"Descanso";"Descanso";10;10;10;0;0;0
06088;"Almohada 150 cm visco soja";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06090;"Almohada 060 cm visco gel";"Descanso";"Descanso";"Descanso";3;3;3;0;0;0
06095;"Almohada 105 cm visco gel";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06097;"Almohada 135 cm visco gel";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06103;"Almohada 080 cm visco nature";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
06105;"Almohada 105 cm visco nature";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
06108;"Almohada 150 cm visco nature";"Descanso";"Descanso";"Descanso";6;6;6;0;0;0
06110;"Sillón de masaje Osaka pushback gris";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06135;"Sillon de masaje nueva delhi levantapersonas marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06136;"Sillon de masaje nueva delhi levantapersonas gris";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06145;"Sillon de masaje nairobi levantapersonas marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06146;"Sillon de masaje nairobi levantapersonas gris";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06155;"Sillon de masaje Yakarta levantapersonas marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06156;"Sillon de masaje Yakarta levantapersonas negro";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06165;"Sillon de masaje copenhage levantapersonas marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06166;"Sillon de masaje copenhage levantapersonas gris";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06170;"Sillon de masaje Lisboa pushback marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06171;"Silon de masaje Lisboa  gris";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06183;"Colchón Flow FoamEssence 2000 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06184;"Colchón Flow ViscoFoam 2900 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06185;"Colchón Flow ViscoSoft 4000 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06186;"Colchón Flow ViscoGel Fresh 4900 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06187;"Colchón Flow HybridSpring Fresh 6000 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06189;"Colchón Flow ViscoPlus Fresh&Clean 7000 135x190";"Descanso";"Descanso";"Descanso";36;36;36;0;0;0
06190;"Colchón Flow ViscoAdapt Fresh&Clean 7500 135x190";"Descanso";"Descanso";"Descanso";16;16;16;0;0;0
06191;"Colchón Flow ViscoLuxe Fresh&Clean 7900 135x190";"Descanso";"Descanso";"Descanso";23;23;23;0;0;0
06192;"Colchón Flow FoamEssence 2000 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06193;"Colchón Flow ViscoFoam 2900 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06194;"Colchón Flow ViscoSoft 4000 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06195;"Colchón Flow ViscoGel Fresh 4900 90x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06199;"Recolax 24 cm 100 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06207;"Colchón Flow HybridSpring Fresh 6000 150x190";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
06209;"Colchón Flow ViscoPlus Fresh&Clean 7000 150x190";"Descanso";"Descanso";"Descanso";27;27;27;0;0;0
06224;"ColchÛn Flow FoamEssence 2000 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06239;"Colchón Flow ViscoPlus Fresh&Clean 7000 90x190";"Descanso";"Descanso";"Descanso";21;21;21;0;0;0
06240;"Colchón Flow ViscoAdapt Fresh&Clean 7500 90x190";"Descanso";"Descanso";"Descanso";23;23;23;0;0;0
06248;"Colchón Flow ViscoLuxe Fresh&Clean 7900 90x190";"Descanso";"Descanso";"Descanso";19;19;19;0;0;0
06249;"Colchón Flow FoamEssence 2000 150x190";"Descanso";"Descanso";"Descanso";10;10;10;0;0;0
06250;"Colchón Flow ViscoFoam 2900 150x190";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
06251;"Colchón Flow ViscoSoft 4000 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06263;"Colchón Flow ViscoGel Fresh 4900 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06265;"Colchón Flow ViscoAdapt Fresh&Clean 7500 150x190";"Descanso";"Descanso";"Descanso";18;18;18;0;0;0
06270;"Colchón Flow ViscoLuxe Fresh&Clean 7900 150x190";"Descanso";"Descanso";"Descanso";12;12;12;0;0;0
06280;"Recolax 24 cm 080 180";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06281;"Recolax 24 cm 090 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06282;"Recolax 24 cm 105 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06285;"Recolax 24 cm 135 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06287;"Recolax 24 cm 150 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06294;"Recolax 24 cm 080 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06295;"Recolax 24 cm 090 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06296;"Recolax 24 cm 105 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06298;"Recolax 24 cm 135 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06300;"Recolax 24 cm 150 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06301;"Recolax 24 cm 160 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06303;"Recolax 24 cm 180 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06422;"Recolax iones 120 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06453;"Recolax grafeno 90 180";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
06454;"Recolax grafeno 105 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06456;"Recolax grafeno 135 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06458;"Recolax grafeno 150 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06464;"Recolax grafeno 90 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06465;"Recolax grafeno 105 190";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06467;"Recolax grafeno 135 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06469;"Recolax grafeno 150 190";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06475;"Recolax grafeno 90 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06476;"Recolax grafeno 105 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06478;"Recolax grafeno 135 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06480;"Recolax grafeno 150 200";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
06489;"Recolax turmalina 135 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06520;"Recolax cloud sense topper 105 180";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06522;"Recolax cloud sense topper 135 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06524;"Recolax cloud sense topper 150 180";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06530;"Recolax cloud sense topper 90 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06531;"Recolax cloud sense topper 105 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06533;"Recolax cloud sense topper 135 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06535;"Recolax cloud sense topper 150 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06541;"Recolax cloud sense topper 90 200";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06542;"Recolax cloud sense topper 105 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06544;"Recolax cloud sense topper 135 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06546;"Recolax cloud sense topper 150 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06563;"Recolax Premium ViscoGel muelles ensacados 90 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06566;"Recolax Premium ViscoGel muelles ensacados 135 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06586;"Recolax artículado 150 180";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06590;"Recolax articulado 150 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06594;"Recolax articulado 150 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06596;"Colchón Flow FoamEssence 2000 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06597;"Colchón Flow ViscoFoam 2900 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06598;"Colchón Flow ViscoSoft 4000 90x200";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
06599;"Colchón Flow ViscoGel Fresh 4900 90x200";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
06611;"Base tapizada 090 190";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
06614;"Base tapizada 135 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06616;"Base tapizada 150 190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06621;"Base tapizada 090 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06622;"Base tapizada 105 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06624;"Base tapizada 135 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06629;"Base tapizada 200 200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06630;"Colchón Flow HybridSpring Fresh 6000 90x200";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06632;"Colchón Flow ViscoPlus Fresh&Clean 7000 90x200";"Descanso";"Descanso";"Descanso";8;8;8;0;0;0
06633;"Colchón Flow ViscoAdapt Fresh&Clean 7500 90x200";"Descanso";"Descanso";"Descanso";11;11;11;0;0;0
06634;"Colchón Flow ViscoLuxe Fresh&Clean 7900 90x200";"Descanso";"Descanso";"Descanso";6;6;6;0;0;0
06636;"ColchÛn Flow ViscoSoft 4000 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06637;"ColchÛn Flow ViscoGel Fresh 4900 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06638;"ColchÛn Flow HybridSpring Fresh 6000 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06640;"Colchón Flow ViscoPlus Fresh&Clean 7000 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06641;"ColchÛn Flow ViscoAdapt Fresh&Clean 7500 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06643;"ColchÛn Flow HybridSpring Fresh 6000 160x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06644;"ColchÛn Flow HybridLuxe Fresh 6900 160x200";"Descanso";"Descanso";"Descanso";6;6;6;0;0;2
06646;"ColchÛn Flow ViscoAdapt Fresh&Clean 7500 160x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06648;"Colchón Flow FreshComfort 1900 90x190";"Descanso";"Descanso";"Descanso";2;2;2;0;0;0
06649;"ColchÛn Flow FreshComfort 1900 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06650;"ColchÛn Flow FreshComfort 1900 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06651;"ColchÛn Flow FreshComfort 1900 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06652;"ColchÛn Flow FreshComfort 1900 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06659;"ColchÛn Flow FreshAir 1900 90x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06660;"ColchÛn Flow FreshAir 1900 135x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06661;"ColchÛn Flow FreshAir 1900 150x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06662;"Colchón Flow FreshAir 1900 150x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06663;"ColchÛn Flow FreshComfort 1900 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06665;"ColchÛn Flow FreshAir 1900 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06667;"Colchón Flow ViscoFoam 2900 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06669;"Colchón Flow ViscoGel Fresh 4900 105x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06670;"Colchón Flow HybridSpring Fresh 6000 105x190";"Descanso";"Descanso";"Descanso";4;4;4;0;0;0
06675;"ColchÛn Flow FreshComfort 1900 105x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06677;"ColchÛn Flow FreshAir 1900 105x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06685;"ColchÛn Flow ViscoAdapt Fresh&Clean 7500 105x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06687;"ColchÛn Flow FreshComfort 1900 135x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06689;"ColchÛn Flow FreshAir 1900 135x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06699;"ColchÛn Flow FreshComfort 1900 160x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06700;"Cabecero cost. plegada 100 marron chocolate";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06711;"Cabecero cost. vista 100 beige";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06715;"Cabecero cost. vista 155 chocolate";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
06733;"Somier electrico 5 planos 180 080";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06735;"Somier electrico 5 planos 190 080";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06737;"Somier electrico 5 planos 180 090";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06738;"Somier electrico 5 planos 190 090";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06739;"Somier electrico 5 planos 200 090";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06741;"Somier electrico 5 planos 200 100";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06742;"Somier electrico 5 planos 180 105";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06743;"Somier electrico 5 planos 190 105";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06751;"Somier electrico 5 planos 180 135";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06753;"Somier electrico 5 planos 190 135";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06760;"Somier electrico 5 planos 180 150";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06761;"Somier electrico 5 planos 190 150";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06762;"Somier electrico 5 planos 200 150";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06844;"Canape madera 090 190 cerezo";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06862;"Canape madera 135 190 cerezo";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06871;"Canape madera 150 190 cerezo";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06880;"Canape polipiel 090 190 beige";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06895;"Canape polipiel 105 200 blanco";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06919;"Canape polipiel 150 200 Blanco";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06928;"Somier eléctrico 5 planos 195 145";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06929;"Somier electrico 5 planos 195 150";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
06964;"Canape madera 105 190 cambrian";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07024;"Patinete urbano OutSider E-Volution 8,5 Phoenix";"Movilidad";"Patinetes eléctricos";"Patinetes eléctricos";0;0;0;0;0;0
07401;"ColchÛn Flow FreshAir 1900 160x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07406;"ColchÛn Flow HybridSpring Fresh 6000 160x190";"Descanso";"Descanso";"Descanso";1;1;1;0;0;0
07411;"ColchÛn Flow FreshComfort 1900 160x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07413;"ColchÛn Flow FreshAir 1900 160x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07418;"ColchÛn Flow FreshComfort 1900 180x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07420;"ColchÛn Flow FreshAir 1900 180x190";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07430;"ColchÛn Flow FreshComfort 1900 180x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07432;"ColchÛn Flow FreshAir 1900 180x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07442;"ColchÛn Flow FreshComfort 1900 200x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07444;"ColchÛn Flow FreshAir 1900 200x200";"Descanso";"Descanso";"Descanso";0;0;0;0;0;0
07450;"Colchón Flow HybridLuxe Fresh 6900 200x200";"Descanso";"Descanso";"Descanso";6;6;6;0;0;2
05163;"Mopas para Congas Serie 950";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";4799;4799;4799;0;0;0
05284;"Humidificador Pure Aroma 150 Yang";"Cuidado del aire";"Tratamiento del aire";"Humidificadores";8681;8065;8065;0;0;0
07323;"Patinete eléctrico Bongo Serie D20 KIT";"Movilidad";"Patinetes eléctricos";"Patinetes eléctricos";2079;2070;2070;0;0;20
05650;"Deshumidificador BigDry 7000 Master";"Cuidado del aire";"Tratamiento del aire";"Deshumidificadores";0;0;0;0;0;0
05225;"Ventilador industrial ForceSilence 4500 GyroPro";"Cuidado del aire";"Ventilación";"Ventiladores industriales";0;0;0;0;0;0
05910;"Ventilador de pie EnergySilence 580 Retrostyle";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05261;"Aire acondicionado portátil ForceClima 9050";"Cuidado del aire";"Ventilación";"Aires acondicionados portátiles";0;0;0;0;0;0
05268;"Aire acondicionado Force Clima 14750 Cold&Warm Connected";"Cuidado del aire";"Ventilación";"Aires acondicionados portátiles";0;0;0;0;0;0
01593;"Cafetera megautomática Cumbia Power Matic-ccino 9000 Serie  Bianca";"PAE Cocina";"Cafeteras";"Cafeteras superautomáticas";0;0;0;0;0;0
05223;"Ventilador de pie ForceSilence 580 RetroStyle";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05228;"Ventilador de pie ForceSilence 1020 ExtremConnected";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
05205;"Ventilador de pie ForceSilence 550 Smart";"Cuidado del aire";"Ventilación";"Ventiladores de pie";0;0;0;0;0;0
03989;"Batidora de vaso individual Power Titanium 650 Fresh&Go Inox D";"PAE Cocina";"Batidoras";"Batidoras de vaso individual";2280;2280;2280;0;0;0
05023;"Aspirador conga crystal clear";"Pendiente Clasificación";"Pendiente Clasificación";"Pendiente Clasificación";0;0;0;0;0;0
05538;"Plancha de viaje Fast&Furious 4000 Travel";"Cuidado de la ropa";"Planchas";"Planchas de viaje";1327;373;373;0;0;0
05249;"Ventilador de techo ForceSIlence Aero 590";"Cuidado del aire";"Ventilación";"Ventiladores de techo";0;0;0;0;0;0
05244;"Aire acondicionado portátil ForceClima 7050";"Cuidado del aire";"Ventilación";"Aires acondicionados portátiles";0;0;0;0;0;0
02203;"Horno de sobremesa Bake&Toast 550";"PAE Cocina";"Hornos eléctricos";"Hornos de sobremesa";0;0;0;0;0;0
04258;"Envasadora al vacío SealVac 140 SteelCut";"PAE Cocina";"Envasadoras al vacio";"Envasadoras al vacio";4265;4171;4171;0;0;0
